"year","zone","band","measure","value"
"2011","S01002304","Bands D-E","Ratio","44.58"
"2013","S01002304","Band A","Ratio","2.52"
"2005","S01002304","Bands D-E","Ratio","41.06"
"2007","S01002304","Band A","Ratio","2.74"
"2003","S01002304","Band A","Ratio","4.06"
"2006","S01002304","Band A","Ratio","2.74"
"2010","S01002304","Bands D-E","Ratio","44.48"
"2012","S01002304","Bands D-E","Ratio","44.48"
"2013","S01002304","Bands D-E","Ratio","44.53"
"2007","S01002304","Bands D-E","Ratio","43.73"
"2004","S01002304","Bands F-H","Ratio","8.84"
"2011","S01002304","Bands F-H","Ratio","13.64"
"2010","S01002304","Bands F-H","Ratio","13.66"
"2009","S01002304","Bands F-H","Ratio","13.69"
"2008","S01002304","Bands F-H","Ratio","13.21"
"2007","S01002304","Bands F-H","Ratio","11.38"
"2013","S01002304","Bands F-H","Ratio","13.65"
"2006","S01002304","Bands F-H","Ratio","11.39"
"2003","S01002304","Bands F-H","Ratio","7.5"
"2005","S01002304","Bands F-H","Ratio","11.31"
"2012","S01002304","Bands F-H","Ratio","13.66"
"2003","S01002304","Bands A-C","Ratio","53.44"
"2011","S01002304","Bands A-C","Ratio","41.78"
"2006","S01002304","Bands A-C","Ratio","44.94"
"2005","S01002304","Bands A-C","Ratio","47.62"
"2009","S01002304","Bands A-C","Ratio","41.94"
"2012","S01002304","Bands A-C","Ratio","41.86"
"2010","S01002304","Bands A-C","Ratio","41.86"
"2010","S01002305","Band A","Count",164
"2006","S01002305","Band A","Count",161
"2007","S01002305","Band E","Count",8
"2012","S01002305","Band E","Count",7
"2008","S01002305","Band E","Count",8
"2011","S01002305","Band E","Count",7
"2013","S01002305","Band E","Count",7
"2009","S01002305","Band E","Count",8
"2006","S01002305","Band E","Count",8
"2003","S01002305","Band E","Count",8
"2010","S01002305","Band E","Count",7
"2013","S01002305","Band F","Count",0
"2005","S01002305","Band F","Count",0
"2006","S01002305","Band F","Count",0
"2009","S01002305","Band F","Count",0
"2011","S01002305","Band F","Count",0
"2012","S01002305","Band F","Count",0
"2007","S01002305","Band F","Count",0
"2010","S01002305","Band F","Count",0
"2003","S01002305","Band F","Count",0
"2008","S01002305","Band F","Count",0
"2004","S01002305","Band F","Count",0
"2003","S01002305","Band G","Count",2
"2004","S01002305","Band G","Count",2
"2013","S01002305","Band G","Count",2
"2009","S01002305","Band G","Count",2
"2008","S01002305","Band G","Count",2
"2005","S01002305","Band G","Count",2
"2007","S01002305","Band G","Count",2
"2006","S01002305","Band G","Count",2
"2012","S01002305","Band G","Count",2
"2011","S01002305","Band G","Count",2
"2010","S01002305","Band G","Count",2
"2004","S01002305","Band H","Count",0
"2005","S01002305","Band H","Count",0
"2006","S01002305","Band H","Count",0
"2007","S01002305","Band H","Count",0
"2008","S01002305","Band H","Count",0
"2009","S01002305","Band H","Count",0
"2010","S01002305","Band H","Count",0
"2011","S01002305","Band H","Count",0
"2012","S01002305","Band H","Count",0
"2013","S01002305","Band H","Count",0
"2003","S01002305","Band H","Count",0
"2009","S01002305","Band A","Count",164
"2012","S01002305","Band A","Count",164
"2003","S01002305","Band A","Count",160
"2011","S01002305","Band A","Count",164
"2004","S01002305","Band A","Count",161
"2005","S01002305","Band A","Count",161
"2008","S01002305","Band A","Count",164
"2007","S01002305","Band A","Count",162
"2013","S01002305","Band A","Count",164
"2003","S01002305","Band B","Count",225
"2005","S01002305","Band B","Count",225
"2006","S01002305","Band B","Count",225
"2007","S01002305","Band B","Count",224
"2008","S01002305","Band B","Count",223
"2009","S01002305","Band B","Count",223
"2013","S01002305","Band B","Count",223
"2012","S01002305","Band B","Count",223
"2004","S01002305","Band B","Count",225
"2010","S01002305","Band B","Count",223
"2011","S01002305","Band B","Count",223
"2008","S01002305","Band C","Count",71
"2004","S01002305","Band C","Count",71
"2010","S01002305","Band C","Count",71
"2007","S01002305","Band C","Count",71
"2005","S01002305","Band C","Count",71
"2006","S01002305","Band C","Count",71
"2011","S01002305","Band C","Count",71
"2012","S01002305","Band C","Count",71
"2013","S01002305","Band C","Count",71
"2003","S01002305","Band C","Count",71
"2009","S01002305","Band C","Count",71
"2005","S01002305","Band D","Count",33
"2007","S01002305","Band D","Count",33
"2011","S01002305","Band D","Count",33
"2008","S01002305","Band D","Count",33
"2003","S01002305","Band D","Count",33
"2013","S01002305","Band D","Count",33
"2009","S01002305","Band D","Count",33
"2012","S01002305","Band D","Count",33
"2010","S01002305","Band D","Count",33
"2006","S01002305","Band D","Count",33
"2004","S01002305","Band D","Count",33
"2005","S01002305","Band E","Count",8
"2004","S01002305","Band E","Count",8
"2004","S01002305","Band A","Ratio","32.2"
"2011","S01002305","Band A","Ratio","32.8"
"2010","S01002305","Band A","Ratio","32.8"
"2008","S01002305","Bands A-C","Ratio","91.42"
"2004","S01002305","Bands A-C","Ratio","91.4"
"2012","S01002305","Band A","Ratio","32.8"
"2013","S01002305","Bands A-C","Ratio","91.6"
"2007","S01002305","Bands A-C","Ratio","91.4"
"2009","S01002305","Bands D-E","Ratio","8.18"
"2006","S01002305","Bands D-E","Ratio","8.2"
"2009","S01002305","Band A","Ratio","32.73"
"2008","S01002305","Band A","Ratio","32.73"
"2008","S01002305","Bands D-E","Ratio","8.18"
"2005","S01002305","Band A","Ratio","32.2"
"2011","S01002305","Bands D-E","Ratio",8
"2013","S01002305","Band A","Ratio","32.8"
"2005","S01002305","Bands D-E","Ratio","8.2"
"2007","S01002305","Band A","Ratio","32.4"
"2003","S01002305","Band A","Ratio","32.06"
"2006","S01002305","Band A","Ratio","32.2"
"2010","S01002305","Bands D-E","Ratio",8
"2012","S01002305","Bands D-E","Ratio",8
"2013","S01002305","Bands D-E","Ratio",8
"2007","S01002305","Bands D-E","Ratio","8.2"
"2004","S01002305","Bands F-H","Ratio","0.4"
"2011","S01002305","Bands F-H","Ratio","0.4"
"2010","S01002305","Bands F-H","Ratio","0.4"
"2009","S01002305","Bands F-H","Ratio","0.4"
"2008","S01002305","Bands F-H","Ratio","0.4"
"2007","S01002305","Bands F-H","Ratio","0.4"
"2013","S01002305","Bands F-H","Ratio","0.4"
"2006","S01002305","Bands F-H","Ratio","0.4"
"2003","S01002305","Bands F-H","Ratio","0.4"
"2005","S01002305","Bands F-H","Ratio","0.4"
"2012","S01002305","Bands F-H","Ratio","0.4"
"2003","S01002305","Bands A-C","Ratio","91.38"
"2011","S01002305","Bands A-C","Ratio","91.6"
"2006","S01002305","Bands A-C","Ratio","91.4"
"2005","S01002305","Bands A-C","Ratio","91.4"
"2009","S01002305","Bands A-C","Ratio","91.42"
"2012","S01002305","Bands A-C","Ratio","91.6"
"2010","S01002305","Bands A-C","Ratio","91.6"
"2010","S01002306","Band A","Count",169
"2006","S01002306","Band A","Count",169
"2007","S01002306","Band E","Count",25
"2012","S01002306","Band E","Count",25
"2008","S01002306","Band E","Count",25
"2011","S01002306","Band E","Count",25
"2013","S01002306","Band E","Count",25
"2009","S01002306","Band E","Count",25
"2006","S01002306","Band E","Count",25
"2003","S01002306","Band E","Count",26
"2010","S01002306","Band E","Count",25
"2013","S01002306","Band F","Count",8
"2005","S01002306","Band F","Count",7
"2006","S01002306","Band F","Count",8
"2009","S01002306","Band F","Count",7
"2011","S01002306","Band F","Count",7
"2012","S01002306","Band F","Count",8
"2007","S01002306","Band F","Count",7
"2010","S01002306","Band F","Count",7
"2003","S01002306","Band F","Count",7
"2008","S01002306","Band F","Count",7
"2004","S01002306","Band F","Count",7
"2003","S01002306","Band G","Count",1
"2004","S01002306","Band G","Count",1
"2013","S01002306","Band G","Count",1
"2009","S01002306","Band G","Count",1
"2008","S01002306","Band G","Count",1
"2005","S01002306","Band G","Count",1
"2007","S01002306","Band G","Count",1
"2006","S01002306","Band G","Count",1
"2012","S01002306","Band G","Count",1
"2011","S01002306","Band G","Count",1
"2010","S01002306","Band G","Count",1
"2004","S01002306","Band H","Count",0
"2005","S01002306","Band H","Count",0
"2006","S01002306","Band H","Count",0
"2007","S01002306","Band H","Count",0
"2008","S01002306","Band H","Count",0
"2009","S01002306","Band H","Count",0
"2010","S01002306","Band H","Count",0
"2011","S01002306","Band H","Count",0
"2012","S01002306","Band H","Count",0
"2013","S01002306","Band H","Count",0
"2003","S01002306","Band H","Count",0
"2009","S01002306","Band A","Count",169
"2012","S01002306","Band A","Count",169
"2003","S01002306","Band A","Count",97
"2011","S01002306","Band A","Count",169
"2004","S01002306","Band A","Count",170
"2005","S01002306","Band A","Count",170
"2008","S01002306","Band A","Count",169
"2007","S01002306","Band A","Count",169
"2013","S01002306","Band A","Count",12
"2003","S01002306","Band B","Count",57
"2005","S01002306","Band B","Count",57
"2006","S01002306","Band B","Count",57
"2007","S01002306","Band B","Count",57
"2008","S01002306","Band B","Count",58
"2009","S01002306","Band B","Count",58
"2013","S01002306","Band B","Count",58
"2012","S01002306","Band B","Count",58
"2004","S01002306","Band B","Count",57
"2010","S01002306","Band B","Count",58
"2011","S01002306","Band B","Count",58
"2008","S01002306","Band C","Count",39
"2004","S01002306","Band C","Count",38
"2010","S01002306","Band C","Count",39
"2007","S01002306","Band C","Count",39
"2005","S01002306","Band C","Count",38
"2006","S01002306","Band C","Count",39
"2011","S01002306","Band C","Count",38
"2012","S01002306","Band C","Count",39
"2013","S01002306","Band C","Count",39
"2003","S01002306","Band C","Count",38
"2009","S01002306","Band C","Count",39
"2005","S01002306","Band D","Count",81
"2007","S01002306","Band D","Count",82
"2011","S01002306","Band D","Count",82
"2008","S01002306","Band D","Count",82
"2003","S01002306","Band D","Count",81
"2013","S01002306","Band D","Count",82
"2009","S01002306","Band D","Count",82
"2012","S01002306","Band D","Count",82
"2010","S01002306","Band D","Count",82
"2006","S01002306","Band D","Count",82
"2004","S01002306","Band D","Count",81
"2005","S01002306","Band E","Count",26
"2004","S01002306","Band E","Count",26
"2004","S01002306","Band A","Ratio","44.74"
"2011","S01002306","Band A","Ratio","44.47"
"2010","S01002306","Band A","Ratio","44.36"
"2008","S01002306","Bands A-C","Ratio","69.82"
"2004","S01002306","Bands A-C","Ratio","69.74"
"2012","S01002306","Band A","Ratio","44.24"
"2013","S01002306","Bands A-C","Ratio","48.44"
"2007","S01002306","Bands A-C","Ratio","69.74"
"2009","S01002306","Bands D-E","Ratio","28.08"
"2006","S01002306","Bands D-E","Ratio","28.08"
"2009","S01002306","Band A","Ratio","44.36"
"2008","S01002306","Band A","Ratio","44.36"
"2008","S01002306","Bands D-E","Ratio","28.08"
"2005","S01002306","Band A","Ratio","44.74"
"2011","S01002306","Bands D-E","Ratio","28.16"
"2013","S01002306","Band A","Ratio","5.33"
"2005","S01002306","Bands D-E","Ratio","28.16"
"2007","S01002306","Band A","Ratio","44.47"
"2003","S01002306","Band A","Ratio","31.6"
"2006","S01002306","Band A","Ratio","44.36"
"2010","S01002306","Bands D-E","Ratio","28.08"
"2012","S01002306","Bands D-E","Ratio","28.01"
"2013","S01002306","Bands D-E","Ratio","47.56"
"2007","S01002306","Bands D-E","Ratio","28.16"
"2004","S01002306","Bands F-H","Ratio","2.11"
"2011","S01002306","Bands F-H","Ratio","2.11"
"2010","S01002306","Bands F-H","Ratio","2.1"
"2009","S01002306","Bands F-H","Ratio","2.1"
"2008","S01002306","Bands F-H","Ratio","2.1"
"2007","S01002306","Bands F-H","Ratio","2.11"
"2013","S01002306","Bands F-H","Ratio",4
"2006","S01002306","Bands F-H","Ratio","2.36"
"2003","S01002306","Bands F-H","Ratio","2.61"
"2005","S01002306","Bands F-H","Ratio","2.11"
"2012","S01002306","Bands F-H","Ratio","2.36"
"2003","S01002306","Bands A-C","Ratio","62.54"
"2011","S01002306","Bands A-C","Ratio","69.74"
"2006","S01002306","Bands A-C","Ratio","69.55"
"2005","S01002306","Bands A-C","Ratio","69.74"
"2009","S01002306","Bands A-C","Ratio","69.82"
"2012","S01002306","Bands A-C","Ratio","69.63"
"2010","S01002306","Bands A-C","Ratio","69.82"
"2010","S01002307","Band A","Count",1
"2006","S01002307","Band A","Count",2
"2007","S01002307","Band E","Count",175
"2012","S01002307","Band E","Count",189
"2008","S01002307","Band E","Count",201
"2011","S01002307","Band E","Count",189
"2013","S01002307","Band E","Count",192
"2009","S01002307","Band E","Count",177
"2006","S01002307","Band E","Count",150
"2003","S01002307","Band E","Count",117
"2010","S01002307","Band E","Count",189
"2013","S01002307","Band F","Count",53
"2005","S01002307","Band F","Count",48
"2006","S01002307","Band F","Count",51
"2009","S01002307","Band F","Count",52
"2011","S01002307","Band F","Count",52
"2012","S01002307","Band F","Count",52
"2007","S01002307","Band F","Count",52
"2010","S01002307","Band F","Count",52
"2003","S01002307","Band F","Count",4
"2008","S01002307","Band F","Count",54
"2004","S01002307","Band F","Count",48
"2003","S01002307","Band G","Count",6
"2004","S01002307","Band G","Count",17
"2013","S01002307","Band G","Count",27
"2009","S01002307","Band G","Count",25
"2008","S01002307","Band G","Count",25
"2005","S01002307","Band G","Count",17
"2007","S01002307","Band G","Count",25
"2006","S01002307","Band G","Count",20
"2012","S01002307","Band G","Count",26
"2011","S01002307","Band G","Count",26
"2010","S01002307","Band G","Count",26
"2004","S01002307","Band H","Count",0
"2005","S01002307","Band H","Count",0
"2006","S01002307","Band H","Count",0
"2007","S01002307","Band H","Count",0
"2008","S01002307","Band H","Count",0
"2009","S01002307","Band H","Count",0
"2010","S01002307","Band H","Count",0
"2011","S01002307","Band H","Count",0
"2012","S01002307","Band H","Count",0
"2013","S01002307","Band H","Count",0
"2003","S01002307","Band H","Count",0
"2009","S01002307","Band A","Count",1
"2012","S01002307","Band A","Count",1
"2003","S01002307","Band A","Count",2
"2011","S01002307","Band A","Count",1
"2004","S01002307","Band A","Count",2
"2005","S01002307","Band A","Count",2
"2008","S01002307","Band A","Count",2
"2007","S01002307","Band A","Count",2
"2013","S01002307","Band A","Count",1
"2003","S01002307","Band B","Count",67
"2005","S01002307","Band B","Count",82
"2006","S01002307","Band B","Count",83
"2007","S01002307","Band B","Count",83
"2008","S01002307","Band B","Count",84
"2009","S01002307","Band B","Count",84
"2013","S01002307","Band B","Count",84
"2012","S01002307","Band B","Count",84
"2004","S01002307","Band B","Count",65
"2010","S01002307","Band B","Count",84
"2011","S01002307","Band B","Count",84
"2008","S01002307","Band C","Count",196
"2004","S01002307","Band C","Count",166
"2010","S01002307","Band C","Count",179
"2007","S01002307","Band C","Count",196
"2005","S01002307","Band C","Count",195
"2006","S01002307","Band C","Count",195
"2011","S01002307","Band C","Count",185
"2012","S01002307","Band C","Count",212
"2013","S01002307","Band C","Count",213
"2003","S01002307","Band C","Count",174
"2009","S01002307","Band C","Count",180
"2005","S01002307","Band D","Count",206
"2007","S01002307","Band D","Count",231
"2011","S01002307","Band D","Count",224
"2008","S01002307","Band D","Count",234
"2003","S01002307","Band D","Count",183
"2013","S01002307","Band D","Count",240
"2009","S01002307","Band D","Count",213
"2012","S01002307","Band D","Count",241
"2010","S01002307","Band D","Count",214
"2006","S01002307","Band D","Count",205
"2004","S01002307","Band D","Count",202
"2005","S01002307","Band E","Count",150
"2004","S01002307","Band E","Count",150
"2004","S01002307","Band A","Ratio","0.31"
"2011","S01002307","Band A","Ratio","0.13"
"2010","S01002307","Band A","Ratio","0.13"
"2008","S01002307","Bands A-C","Ratio","35.43"
"2004","S01002307","Bands A-C","Ratio","35.85"
"2012","S01002307","Band A","Ratio","0.12"
"2013","S01002307","Bands A-C","Ratio","36.79"
"2007","S01002307","Bands A-C","Ratio","36.78"
"2009","S01002307","Bands D-E","Ratio","53.28"
"2006","S01002307","Bands D-E","Ratio","50.28"
"2009","S01002307","Band A","Ratio","0.14"
"2008","S01002307","Band A","Ratio","0.25"
"2008","S01002307","Bands D-E","Ratio","54.65"
"2005","S01002307","Band A","Ratio","0.29"
"2011","S01002307","Bands D-E","Ratio","54.27"
"2013","S01002307","Band A","Ratio","0.12"
"2005","S01002307","Bands D-E","Ratio","50.86"
"2007","S01002307","Band A","Ratio","0.26"
"2003","S01002307","Band A","Ratio","0.36"
"2006","S01002307","Band A","Ratio","0.28"
"2010","S01002307","Bands D-E","Ratio","54.09"
"2012","S01002307","Bands D-E","Ratio","53.42"
"2013","S01002307","Bands D-E","Ratio","53.33"
"2007","S01002307","Bands D-E","Ratio","53.14"
"2004","S01002307","Bands F-H","Ratio",10
"2011","S01002307","Bands F-H","Ratio","10.25"
"2010","S01002307","Bands F-H","Ratio","10.47"
"2009","S01002307","Bands F-H","Ratio","10.52"
"2008","S01002307","Bands F-H","Ratio","9.92"
"2007","S01002307","Bands F-H","Ratio","10.08"
